source	target
7FC5568E	7CCFC2D8
7FC5568E	5D0ACDD5
7FC5568E	59FC09A2
7FC5568E	00DF253C
7FC5568E	7F2786A9
7FC5568E	7ECB3ABE
7ED428DC	7E8FFD8F
7ED428DC	079211BC
7ED428DC	80A3B22A
7ED428DC	7CB01DE8
7ED428DC	58CD3A6D
7ED428DC	7D183018
7ED428DC	7E421E96
7ED428DC	81256B48
7ED428DC	6C85075A
7ED428DC	7D90981C
7ED428DC	7F19D7FD
7E92FD53	5B21E09A
806F14AB	7F4EF5D3
806F14AB	7A699E18
806F14AB	5B2DD4B3
806F14AB	584191D8
806F14AB	047C418F
806F14AB	7EDB824F
806F14AB	7D966CD3
806F14AB	5F2DAAA4
7DF5AED3	7F504E2E
7DF5AED3	78A8A6D3
7DF5AED3	8115F6BD
7DF5AED3	790E780D
7DF5AED3	7792EE87
7DF5AED3	79375F47
7DF5AED3	7E49B833
7DF5AED3	81543571
7D4E0644	7DF6B90A
7D4E0644	7EF0AAD6
7D4E0644	7D3FFAF3
7D4E0644	76952237
7D4E0644	7B01B04F
7D4E0644	7EFFFADE
7D4E0644	810DFB5B
7D4E0644	7FB09A84
7D4E0644	807E43F9
7D4E0644	7D59AA1D
7D4E0644	7DE7F9D7
7E40313F	562EBCA3
7E40313F	7AF27C70
7E40313F	63F4F991
7E40313F	7C5EED07
7E40313F	5ED720B3
7E40313F	5E0EAAC7
7FC09A1B	7E44BBF4
7FC09A1B	7D9D5F75
7FC09A1B	80865609
7FC09A1B	7F762D89
7FC09A1B	7746FE50
7FC09A1B	7B05CF8A
7FC09A1B	7A61221C
7FC09A1B	7C6B2EC4
7D73FAD6	7DA710AE
7D73FAD6	609AD3F0
7D73FAD6	8097FD62
7D73FAD6	7FD91D93
7D73FAD6	7E313885
7D73FAD6	8118A037
7E9394BF	758D3B3A
7E9394BF	7F0EF4AB
7E9394BF	7ACE6535
7E9394BF	6B6DC731
7E9394BF	7EA6E0F6
7E9394BF	5C5D7ECF
7E9394BF	7EBAD7A6
7E9394BF	8004B84B
7E9394BF	78990B36
7E9394BF	7D786D69
7E9394BF	77738ACC
7E9394BF	7908AA0C
7E9394BF	804DDF24
7E9394BF	7F11863C
7E9394BF	7F762329
7D16E260	79EFC2A8
7D16E260	0110672D
7D16E260	7569E212
7E8CD187	7E5242BD
7E8CD187	7DA4F01F
7E8CD187	7F21521F
7E8CD187	7D715ACD
80509B90	2641BBB2
80509B90	7BC7E8F9
80509B90	7D2B6CB0
80509B90	7B961E41
8092C1F1	80D1A625
8092C1F1	7DAA56FF
8092C1F1	7F065DFF
8092C1F1	7ECC8635
8092C1F1	63868F67
8092C1F1	789A977D
8092C1F1	78BD22A3
8092C1F1	808A6976
7ED7E04B	7F95FC13
7ED7E04B	5EDA9C10
7ED7E04B	71417BE3
7ED7E04B	5E632560
7ED7E04B	7BFA9CE4
7ED7E04B	80B87F78
7ED7E04B	803EC111
80F2492D	7614E9CD
80F2492D	7B801E8E
80F2492D	8121C868
80F2492D	7ACEB6AA
80F2492D	5D5C8C94
80F2492D	8145651C
80F2492D	5840D2B8
80F2492D	7E691108
80F2492D	7E1DC79A
7EEEABC3	7EF54E7B
7EEEABC3	7DA08257
7EEEABC3	7FCA379B
7EEEABC3	00E48561
7EEEABC3	5E8E03CD
7F785934	81743AF7
7F785934	7E58C97C
7F785934	7F5D39A7
7F785934	80F12B2E
7D1B9B2E	806A630A
7D1B9B2E	80B8A0CF
7D1B9B2E	7F9C8EA2
7D1B9B2E	7F8B1C00
7D1B9B2E	7D2D8866
7D1B9B2E	7F339EC6
7D1B9B2E	7F634BE3
7D1B9B2E	80C9209F
7D1B9B2E	7DFADDF7
7D1B9B2E	7E326FA5
7D1B9B2E	7D6AE24E
7D1B9B2E	5A5139F3
80A2F973	7DEACA9A
80A2F973	7F5EDA30
80A2F973	7E036ADA
80A2F973	75DA9764
80A2F973	76BAA0EF
80A2F973	7EA79FED
80A2F973	7FF8C7C5
80A2F973	7DEEB900
80A2F973	765C8C1A
7FCA4A67	6CE87B17
7FCA4A67	5D4732FD
7FCA4A67	776C4978
7FCA4A67	76140B08
7FCA4A67	7D2D3C27
7EFD3FAD	7E9D1D1D
7EFD3FAD	5BF77A36
7EFD3FAD	69C1BE04
7EFD3FAD	81195CA4
7EFD3FAD	5FA731A8
7EFD3FAD	7E2FD3D3
7EFD3FAD	7F8B1C00
80743B1F	057C49F2
80743B1F	58A3969B
80743B1F	7888E794
80743B1F	5CCBAF07
80743B1F	8054867A
80743B1F	58E855D6
80743B1F	7C07D42E
8087B520	772720A9
8087B520	7ECA7386
8087B520	5C20D880
8087B520	80E21C52
8087B520	76898C1D
8087B520	7682AA13
8087B520	7AF67EE7
8087B520	7F7F5CFC
81723254	622B343B
81723254	808184BE
81723254	7F45ECFF
81723254	59158441
81723254	75DDB6C0
7EBE35FF	6972A443
7EBE35FF	81703302
7EBE35FF	7736CF27
7EBE35FF	797D6F21
7EC5D02B	7D74D3CE
7EC5D02B	80224FD2
7EC5D02B	5DE29354
7EC5D02B	816E50A9
7EC5D02B	7A072263
7EC5D02B	80125F9F
8066FD05	7CE18734
8066FD05	7A57533B
8066FD05	648CC438
8066FD05	5BF4FC45
7D95A909	7D349CC8
7D95A909	7CF3A6C5
7D95A909	806BF584
7D95A909	75A2AC9E
7D95A909	7CCE70B4
7D95A909	79F784C1
7D95A909	759D4416
7D95A909	777EAC54
7D95A909	5DFB8084
7D95A909	0C0D2740
7D95A909	7901A405
7D95A909	07EF6D94
7D95A909	791B2A2D
7D95A909	810A689D
7D95A909	0F35C2A8
7D95A909	7A57ACD2
7D95A909	04AF8C4D
7D95A909	7E775749
7D486D7E	803DC3C1
7D486D7E	7EAC2433
7D486D7E	7E8759B4
7D486D7E	80920736
7D486D7E	7FCE04D7
7D486D7E	7FD9521F
7D486D7E	7EFAE745
7D486D7E	7DAECFB5
7D486D7E	7D92FC5B
7D486D7E	7F13D43A
81767706	812D9D1A
81767706	5A04B8D5
81767706	58800FAB
81767706	5E064780
81767706	5DFB8084
804F152B	5D5AD877
804F152B	66CD5F71
7F4CE0AE	7A61221C
7F4CE0AE	7DE4D2F6
7D12B515	80E8F066
7D12B515	8020AC1B
7D12B515	7F306311
7D12B515	8142F16B
7D12B515	808CBFF2
7D12B515	7FDD04DF
7D12B515	787668E2
7D12B515	806C0476
7D12B515	755DF18C
7D12B515	801422C9
803C01A9	7CEE5FCD
803C01A9	7BB83E75
803C01A9	5F7C31B0
803C01A9	7E85AAEB
803C01A9	5C36F4D8
803C01A9	7E61EADE
803C01A9	80C3AFCA
803C01A9	09F21E38
803C01A9	592608D5
803C01A9	7EF54E7B
803C01A9	7EAA11F7
7F49A678	7DC5DDD5
7F49A678	5D00C412
7F49A678	7ED9A29A
7F49A678	5BD06DEB
7F49A678	809037A7
7F49A678	7FD088F5
7F49A678	7F59DD0C
7ECE9285	752B0AB8
7D4203A2	848DFC40
7D4203A2	776C78D8
7D4203A2	04BA43EE
7D4203A2	80CE10A5
7D4203A2	81537D10
7D4203A2	80F25241
7D4203A2	62AE6E8F
7D4203A2	822291E3
7D4203A2	814EA8EB
7D4203A2	5E8CB7C3
7D4203A2	814CA068
7D4203A2	7F40F4D7
7D3D0315	7D897356
7D3D0315	58452BD6
7D3D0315	8091D774
7D3D0315	7698751A
7D3D0315	5EDA9C10
7D3D0315	7E30F712
7D3D0315	7FCBF0E1
7D3D0315	7F29E621
7D3D0315	7FFD138D
7D3D0315	7F7833FA
7D3D0315	7DD8047D
7D3D0315	7DA8513C
7D3D0315	09C7DD2C
7D3D0315	6D67A767
7D3D0315	7FFCFED7
7D3D0315	7F3CD222
7E182328	75A7AD1D
7E182328	790AC999
7E182328	7FA36BA5
7E182328	779F0E94
7E182328	0148A94D
7E182328	79841371
7E182328	80C9D081
7E182328	81535DDC
7E182328	7F6C5A86
7E182328	8025A451
7F6C2BC1	7C55ADC9
7F6C2BC1	816564E2
7F6C2BC1	072B6EE7
7F6C2BC1	7FE1A45C
7F6C2BC1	8060AD2D
7F6C2BC1	7EC2C5E3
7F6C2BC1	5F5D1293
7F6C2BC1	8206975B
7F6C2BC1	7D756EED
7F6C2BC1	7ED3E61E
7F6C2BC1	6DFE9B2D
7F6C2BC1	75EF8D28
7F6C2BC1	76CDDBD8
7F6C2BC1	5875568E
7F6C2BC1	5A4C28EF
7F6C2BC1	5D5EE321
80E89037	7DD0397C
80E89037	7D330407
80E89037	7EA79FED
80E89037	7346D3DD
80E89037	7E4859F8
80E89037	0C3A7B2C
80E89037	7ACEB6AA
80E89037	681E58F9
80E89037	5E30CEBA
80E89037	7D6AE24E
80E89037	7F5EDA30
80E89037	7E8CBE22
80E89037	815D9208
80E89037	7F277DCC
80E89037	76DA1BBF
80E89037	7E2094F0
7AF62AA7	7E4D8300
7AF62AA7	75CE3EF0
7AF62AA7	7DAFD62F
806C131F	7B05CF8A
806C131F	5FD5D12F
806C131F	7DE58B94
806C131F	6409AE20
806C131F	0271626E
814E0EE5	7663AA9D
814E0EE5	7B58FD39
814E0EE5	75B20157
7F4681AD	7DC1A256
7F4681AD	7B915910
7F4681AD	7F423AD2
7F4681AD	5AC8D00C
7F4681AD	8034BE04
7F4681AD	5E8C2E6E
7F4681AD	7C055DE0
7D309420	6F75A518
7D309420	7D572CD9
7D309420	5C756A84
7D309420	7C7A70C9
7D309420	76E3A519
7D309420	767D0C0E
7D309420	049FBD50
7D309420	7DE0E5D1
7D309420	821A45B3
7D309420	81452B2A
7D309420	58693290
7D309420	7DAFB9C8
7D309420	7D6C6D4C
7F6F87F5	04633D0A
7F6F87F5	7D5F927B
7F6F87F5	7CEEDC55
7F6F87F5	59438C5E
7F6F87F5	7EE7249F
7F6F87F5	75607E77
7F6F87F5	83DE4FEE
7F6F87F5	7A79CA56
7F6F87F5	7EDADCE0
7F6F87F5	6230F8C6
7F6F87F5	765E7E7C
7F6F87F5	785CCF36
7F6F87F5	7F9209A3
7F6F87F5	7E50DDFA
7F6F87F5	7DEF294F
814E27F5	09B7738C
814E27F5	787ECA0D
814E27F5	5DCB6FB6
814E27F5	7EF6975C
814E27F5	7CCC820D
814E27F5	5F08255F
814E27F5	767CFC2A
814E27F5	0ACFC724
814E27F5	7FB17532
814E27F5	79014A9A
814E27F5	7D11BE51
814E27F5	7F1679E9
814E27F5	801F1D09
808B3123	7B5D6387
808B3123	5DE0CF6E
808B3123	7860A3D0
808B3123	7D8C5D0B
808B3123	80F25241
808B3123	80C10E4E
808B3123	58D5DC11
80F2E971	805CD994
80F2E971	79841371
80F2E971	7BEDCFA6
80F2E971	810B4E7B
80F2E971	7E61D239
80F2E971	81535DDC
803E8B87	7E870311
803E8B87	81052849
803E8B87	02ADACF1
803E8B87	648CC438
803E8B87	7CB7D372
803E8B87	7E54AEFD
803E8B87	0A1C69B6
7DBB6049	5F3D4CF4
7DBB6049	75C506F2
7DBB6049	02F31BD4
7DBB6049	8127669D
7DBB6049	7DA3D9B3
7DBB6049	80F5E743
7DBB6049	0ADB7611
7DBB6049	7C43B6E0
7DBB6049	7DE3BCB2
7DBB6049	5B76441E
7DBB6049	7F495E5A
7FB0F7AA	7E8C0E09
7FB0F7AA	7D82EEC5
7FB0F7AA	7D174A73
7FB0F7AA	800A09CE
7FB0F7AA	8156BC3D
7FB0F7AA	013A1EED
7FB0F7AA	7D16EC05
7FB0F7AA	7FA8318E
7F7E4105	08903C93
7F7E4105	6115F865
7F7E4105	7F83B67A
7F7E4105	7E021D5B
7F7E4105	662995A9
7F7E4105	06E6475C
7F7E4105	7AFCAA3F
7F7E4105	59290909
7F7E4105	7E746600
7D48D38D	81701A69
7D48D38D	8006534C
7D48D38D	58951206
7D48D38D	071C6738
7F88F581	7D8B6DFD
7F88F581	7D2F71E1
7F88F581	63C4E1B4
7F88F581	7C3F18E5
7F88F581	80907799
7F88F581	7DFAD36B
7F88F581	7CC6084D
803BE79E	7F8B1C00
803BE79E	7600BD57
803BE79E	7FA83EA4
803BE79E	77C79E05
803BE79E	812AC698
803BE79E	59426CF3
803BE79E	7B48E7CC
7FAF4AD8	0003BF9A
7FAF4AD8	599A4B1F
7FAF4AD8	7F4A3EB3
7FAF4AD8	7D6947E0
7FAF4AD8	79186393
7FAF4AD8	5C5D65B7
7FAF4AD8	7FE176A9
7FAF4AD8	80234F67
80DD76A7	80C18958
80DD76A7	7F4BCEB5
80DD76A7	766011FA
80DD76A7	80C9D081
80DD76A7	8118A037
80DD76A7	7E50D97A
80162ACD	7FFC4181
80162ACD	787DCF54
80162ACD	783DAC5C
80162ACD	7FF7DBCB
80162ACD	80037726
7D376FD4	7E585150
7D376FD4	5F0E7608
7D376FD4	8121C202
7D376FD4	7F2E308E
7D376FD4	5D44464C
7D376FD4	7F01737C
7D376FD4	80731A3F
7D376FD4	812ABB11
7D376FD4	7DCF0BAC
7DE9F072	7D849A60
7DE9F072	5FD265F4
7DE9F072	7FBC1960
7DE9F072	80ABFA75
7DE9F072	79260B73
7DE9F072	6230F8C6
7DE9F072	5DBC54AF
7DE9F072	5AD4018B
7DE9F072	771DBFC1
7DE9F072	08903C93
7DE9F072	7EF2F64A
7DE9F072	80B5D7B7
8030B265	7FC39845
8030B265	7B70AEAF
8030B265	7F4F71A0
8030B265	7DAEFB26
8030B265	80BB028A
8030B265	77F5EB46
8030B265	7E61D239
8030B265	7D459818
7F706D7C	80351D60
7F706D7C	7EF55ED4
7F706D7C	78D3F9FD
7F706D7C	81195CA4
7F706D7C	7F55452D
7F706D7C	7DDB418C
7F4CBB48	80E15EA4
7F4CBB48	8179049F
7F4CBB48	7CFF0ADF
7F4CBB48	7E3C2CE9
7F4CBB48	715EA462
7F4CBB48	811C5A10
7F4CBB48	77461866
7F4CBB48	80530CCD
7F4CBB48	7C86612A
7F4CBB48	7CFE520B
7F4CBB48	80DD088B
7F4CBB48	81719B17
7F4CBB48	7E9F8F3F
7F4CBB48	766EB39C
7F4CBB48	813AB3FE
7F4CBB48	80A49059
7F03C53E	80C32261
7F03C53E	817889CE
7F03C53E	622B343B
7F03C53E	81282341
7F03C53E	8046E9D5
7F03C53E	13F060D2
7F03C53E	5C61956A
7F03C53E	5A5139F3
7F03C53E	7DD25105
7F03C53E	81052279
7F03C53E	5CED7319
7F03C53E	7A19CFB1
7F03C53E	77C3F836
80FC51B7	7FA707CD
80FC51B7	7E5AA026
80FC51B7	813A79B9
80FC51B7	78BFAEE9
80FC51B7	7FC68ECE
80FC51B7	77D344D4
80FC51B7	7F539EED
80FC51B7	78A69C4E
80FC51B7	77531036
7D041C15	7ED86C91
7D041C15	75F6BB6E
7D041C15	7BC53D83
7D041C15	7BE347CB
7D041C15	7F974A3A
7D041C15	7F347824
7D041C15	784A243C
7D041C15	7D82EEC5
7D041C15	7978BA4C
7E29F109	583693CF
7E29F109	05A30183
7E29F109	7EC349B0
7E29F109	7D9076CD
7E29F109	5DE685CE
7E29F109	810B592D
7E29F109	5F97862F
80846772	7EA15C14
80846772	7D222B3E
80846772	8049B52A
80846772	7B5FB667
80846772	7CA05884
80846772	7AA2E266
80846772	808285A5
80846772	7CC309BF
80846772	7EB4B1B7
80846772	7F9283D9
80846772	5CEB2A64
80846772	763B4319
80846772	0332BDE1
80846772	5D4ED671
7D6638B4	0C0D2740
7D6638B4	7941FECE
7D6638B4	7DE9F072
7D6638B4	5D5F8242
7D6638B4	0B4F3F96
7D6638B4	814977C7
7EEB3CC0	7E48E569
7EEB3CC0	7ABAA44B
7EEB3CC0	811C86D1
7EEB3CC0	1971367C
7D1DAF78	7E8EBA32
7D1DAF78	0029DFD5
7D1DAF78	7D029D96
7D1DAF78	7DB46DCD
7D1DAF78	8118A037
7D1DAF78	7FA2D138
7D1DAF78	8049D71D
7D1DAF78	808CE875
7D1DAF78	7F34ED59
7D1DAF78	7D8021AD
7D1DAF78	7F4BCEB5
7D1DAF78	7E8F4CD1
7D1DAF78	7EC8C395
7D2F0B41	7D849A60
7D2F0B41	7A061E69
7D2F0B41	7E60686D
7D2F0B41	7D9A790E
7D2F0B41	59E88235
7D2F0B41	6409AE20
7D2F0B41	7FC0A39E
80480B37	80D9F260
80480B37	5DB0D821
80480B37	7D70A315
80480B37	7C111DA0
7DC33472	04F00A49
7DC33472	7EDAA809
7DC33472	814B8411
7DC33472	7FC431E7
7DC33472	7ED5CAD9
7DC33472	7DAF2A1C
7DC33472	83B1FF8D
7DC33472	04C80B99
7DC33472	78750253
7DC33472	7EDAFE40
7DC33472	7D7854CB
7DC33472	5D5857F8
7DC33472	5FDF1A26
7DC33472	7F8B306B
80FDCEC1	7DAACFDE
80FDCEC1	7CEF0FAF
80FDCEC1	8118A037
80FDCEC1	7F41F826
80FDCEC1	7FFAF0C8
80FDCEC1	67992BC5
80FDCEC1	75370068
801B288A	7E168290
801B288A	7E870311
801B288A	7EC786EA
7DF94C09	816EFD93
7DF94C09	7F936476
7DF94C09	7DCF0A55
7DF94C09	7F30DC57
7DF94C09	7D2347A8
7E39A5B7	809DCDA2
7E39A5B7	5995ADC9
7E39A5B7	5A9D35EF
7E39A5B7	5AE20539
7EB9CD4B	5D95388A
7EB9CD4B	7D8197BF
7EB9CD4B	7EAE5F60
7EB9CD4B	814FE9F0
7EB9CD4B	7D0A4A81
7EB9CD4B	5FC2A11D
7EB9CD4B	6409AE20
7EB9CD4B	7D849A60
7EB9CD4B	7E60686D
7DF07A1C	7E6F781B
7DF07A1C	7D22D08D
7DF07A1C	79E49AAE
7DF07A1C	78E0BC9C
7DF07A1C	7C68353E
7DF07A1C	7D6B3A5D
7DF07A1C	7C9E7E91
7DF07A1C	79847D9F
7DC82C19	78727DEC
7DC82C19	79AAFBC4
7DC82C19	80D53810
7DC82C19	7EBF3E0A
80B2D696	77D6F8A3
80B2D696	5EA57060
80B2D696	0FB9F571
80B2D696	7A2BF4AC
7D2D238D	7E46F0B5
7D2D238D	5CD98810
7D2D238D	0138F8DF
7D2D238D	0808AC68
7D2D238D	76EDA2AA
7D2D238D	037C5C47
7D2D238D	752CEC74
80D7BEE2	7D1EB479
80D7BEE2	765D1AAE
80D7BEE2	7628EEE0
80D7BEE2	79827FED
80D7BEE2	16A6A63A
7E39A90F	613675EB
7E39A90F	7DA50AE6
7E39A90F	7814933F
7E39A90F	7FF900A8
7E39A90F	7DB1D7A0
7E39A90F	80A07D8E
7E39A90F	0186B8B6
7E39A90F	76681B20
7E39A90F	7FAE139D
7E39A90F	800853F4
7E39A90F	7D96657B
7E39A90F	05897626
7E39A90F	597F519F
806C6489	5C756A84
7E16EC96	5D264AAA
7E16EC96	7F49339F
7E16EC96	7D278424
7E16EC96	5E2C055B
7E16EC96	7C667368
7E16EC96	7DE73701
7E16EC96	763EB631
80A462FA	7D07972A
80A462FA	7811B1F8
80A462FA	776A2E40
80A462FA	80B7ECB1
80A462FA	59E1B4EF
80A462FA	81270EFF
80A462FA	681ACA59
8081AEC1	045FD5D8
8081AEC1	7E6815D6
8081AEC1	80DD99C8
8081AEC1	7E3FFEC9
8081AEC1	814DAB6E
8081AEC1	7B3EA2B6
8081AEC1	5D4732FD
8081AEC1	7F2786A9
8081AEC1	8020B80E
8081AEC1	084A7981
8081AEC1	7CF81FF9
8081AEC1	5932E6CA
8175C9C5	5D6E589E
7EE01D00	801CC342
7EE01D00	77C9B8A7
7EE01D00	7C368D8B
7EE01D00	76287D6D
7EE01D00	7D5398B2
7EE01D00	77970DE7
7EE01D00	8065F242
7EE01D00	78DDB97F
7EE01D00	07F68D91
7EE01D00	7DF16289
7DE7F68E	7D1490EA
7DE7F68E	7E59E9AB
7DE7F68E	813CACD6
7F11B76C	117125E2
7F11B76C	7FD96886
7F11B76C	7DF72DEA
7F11B76C	801478AD
7F11B76C	59D07109
7DA47D0F	80529836
7DA47D0F	7EBE5A5C
7DA47D0F	5BF4FC45
7E6CBCDD	7FDBBCDB
7E6CBCDD	7E39F0D4
7E6CBCDD	7FA8B7FC
7E6CBCDD	7F70E606
7E6CBCDD	7D3FCDC1
7E6CBCDD	80D6D8EE
7D08F3AC	763D77F6
7D08F3AC	725517D3
7D08F3AC	7E59E9AB
7D08F3AC	7D2AFB32
7D08F3AC	5E0F9A2F
7D08F3AC	782BC24B
7D08F3AC	66CD5F71
7EB7F12B	7FB0033F
7EB7F12B	764D65A9
7EB7F12B	7A730712
7EB7F12B	7FF9B70B
7EB7F12B	848D895A
7EB7F12B	7D0CDD0F
7EB7F12B	7F3655D3
7EB7F12B	79CDB9A2
7EB7F12B	80EF4E32
811095F9	80EB1063
811095F9	80FDC57A
811095F9	7E9984CA
811095F9	7F3F2A10
811095F9	7FE58D08
811095F9	61A50002
811095F9	7E0A0639
7D6B1697	0179C54D
7D6B1697	7FA1B1E4
7D6B1697	7ED6F8FE
7D6B1697	7F1166EE
7D6B1697	7B85745F
7D6B1697	5EEFCE0F
7D6B1697	810E2FC4
7D6B1697	7A8E192B
7D6B1697	8179049F
7D6B1697	7F08FF3F
7D6B1697	60DF6F2B
7D6B1697	06D07B40
7D6B1697	7FC06182
7D6B1697	633A16C7
7D6B1697	80399C01
7D6B1697	77FAF6FC
7D6B1697	5877862C
7D6B1697	81748252
7D2F53A1	7DA68EFB
7D2F53A1	7F1A3A7E
7D2F53A1	028BE359
7D2F53A1	7D7F57CC
7D2F53A1	76E07E7E
7D2F53A1	7EEA4197
7D77063C	7F236781
7D77063C	0AE68D53
7D77063C	7D505498
7D77063C	805CD994
7D77063C	7652957A
7D77063C	7E61D239
7D77063C	8144D84D
80289D83	80EB7A99
80289D83	8087149F
80289D83	8069DF1C
7DAC1800	767AB198
7DAC1800	65A55D39
7DAC1800	5FA4073D
7DAC1800	7956A310
7DAC1800	7C7489A7
7DAC1800	5D8B2C3F
7DAC1800	11464795
81073FDD	7E0040C6
81073FDD	5CA87765
81073FDD	6B6DC731
81073FDD	803FFCA1
81073FDD	7B0F3630
81073FDD	7F0EF4AB
81073FDD	7E5BB07A
80990577	01171249
80990577	7F897D01
80990577	7F146C71
80990577	7E59E9AB
80990577	7E0D99D2
80990577	7F896012
7EEA707B	796E7EDA
7EEA707B	76B757F7
7EEA707B	75EE148C
7EEA707B	7E82FA21
7FD6F74F	7E269B85
7FD6F74F	7F3E811A
7FD6F74F	7FD1A8AB
7FD6F74F	5B5AF9A6
7FD6F74F	5AF71F0F
7FD6F74F	5869783E
7FD6F74F	593832A2
7FD6F74F	7ADBD2EC
7FD6F74F	813E8A28
7F3C2287	5EA57060
7F3C2287	80955E62
7F3C2287	0843091F
7F3C2287	0858FF0E
7F3C2287	00F76608
7F3C2287	7D01C0AE
7F3C2287	81059A26
7F3C2287	755BC942
7F3C2287	75B4B4B3
7F3C2287	7EE5F3EB
7FBCED00	7DF5F6B1
7FBCED00	7FA259B5
7FBCED00	0155F394
7FBCED00	785F8E9D
7FBCED00	5A44F995
7FBCED00	80782356
7FBCED00	7B43C658
7E326FA5	800FD8B4
7E326FA5	7DC9036C
7E326FA5	75D0CDAD
7E326FA5	7D01C0AE
7E326FA5	7DA7DD97
7E326FA5	7D1B9B2E
7E326FA5	7ECCB86D
7E326FA5	0C343D24
7E326FA5	5A8F54AD
7E326FA5	7DC5BF29
7D44DA6D	5987B6FF
7D44DA6D	7CEF844A
7D44DA6D	7ABE1CF1
7D44DA6D	806A630A
7D44DA6D	5CA87765
7D44DA6D	7E9C9008
7D44DA6D	7DA00BD0
7D44DA6D	7A1C5C5D
7D44DA6D	7DB7AC5F
7D44DA6D	7CEABDFD
7D44DA6D	7F8B1C00
7D44DA6D	71960148
7D44DA6D	7D174948
7D44DA6D	81195CA4
7D44DA6D	7FE1A45C
7D44DA6D	803A946D
7D44DA6D	76B3198E
7D44DA6D	7CFF0ADF
7D44DA6D	803530D8
80881DD9	5FCFD897
80881DD9	77CAB36D
80881DD9	7D9512BE
80881DD9	75EAC14C
80881DD9	7644C12E
80881DD9	791B2595
80881DD9	7B6AA4CD
80881DD9	80791353
81587507	7E4A9EE9
81587507	79B17C36
81587507	8118A037
81587507	5B2A2CBC
81587507	77557254
81587507	7F587A0F
81587507	81195CA4
81587507	80A950CC
81587507	806A630A
81587507	7C59FF89
81587507	02221A2E
81587507	7EB10B52
7DAA570C	7CC8CE0B
7DAA570C	7F0961A5
7DAA570C	80846FF5
7DAA570C	7A970AC7
7DAA570C	80621734
7DAA570C	7FB09A84
7DAA570C	811DDE06
7DAA570C	7805885F
7DAA570C	807E43F9
7DAA570C	80ED2DFF
80E9FC22	7DE3F24E
80E9FC22	0C4A3EBB
80E9FC22	7C643C45
80E9FC22	5D4732FD
80E9FC22	7F741043
80E9FC22	7D6028F7
80E9FC22	7BC87AD9
80E9FC22	7F21B102
80D9791D	028731F1
80D9791D	7DFD21DE
80D9791D	775EC588
80D9791D	7B949A51
80D9791D	7BBF95AC
80D9791D	7E4AF561
80D9791D	7732E79C
80D9791D	7FE86A66
7D1982CE	80461086
7D1982CE	0A6236C1
7D1982CE	7BE1B396
7D1982CE	7D41A6CB
7D1982CE	83DF3729
7D1982CE	08C73610
7D1982CE	783415F1
7D1982CE	7F0301FB
7D1982CE	6422FB45
7D1982CE	84DE5340
7D1982CE	8048EF1C
7D1982CE	7EB3CACF
7D1982CE	7D767C59
7D1982CE	7FCF1AA6
7D1982CE	7D0DB438
7D1982CE	7FCAE336
7D1982CE	58C696AE
7D1982CE	7E4E7FE1
8096C9BF	810266B9
8096C9BF	7F90AE1E
8096C9BF	7D52B9EE
8096C9BF	77987D30
8096C9BF	7D36EA0D
8096C9BF	7CF119A0
8096C9BF	7A1AAAD6
8096C9BF	808552FD
8096C9BF	5B8109FE
8096C9BF	7A6F7712
801AE9D4	8034BE04
801AE9D4	7B05CF8A
801AE9D4	7B817517
801AE9D4	753EB12B
801AE9D4	7F423AD2
801AE9D4	7DC1A256
801AE9D4	7AA5BE88
801AE9D4	7D77E6AC
801AE9D4	8148FAF9
801AE9D4	01E2FEE4
801AE9D4	75C68DA8
80BEDDB8	6115F865
80BEDDB8	5D5C8C94
80BEDDB8	77B99B96
80BEDDB8	5EAD51C4
80BEDDB8	7D88E110
80BEDDB8	7CFC799C
80BEDDB8	6A3041D6
80BEDDB8	804BDD6D
80BEDDB8	5D038677
80BEDDB8	7DAEFB26
7DD9BB62	5CF2F8ED
7DD9BB62	5C0023C3
7DD9BB62	801035FC
805464A9	7F681EBA
805464A9	75197291
805464A9	7E257E90
805464A9	803B06AE
805464A9	8086AF67
805464A9	755BAD5E
805464A9	7D5730D2
805464A9	5EF47555
805464A9	7C9CABA1
805464A9	7DEEF415
805464A9	7F9182C6
805464A9	7CE07E78
805464A9	812A5476
805464A9	7F155782
805464A9	7FE3C5C0
7EFBC133	7FD3CC27
7EFBC133	7D8E7F97
7EFBC133	7D7699A9
7EFBC133	7E1F4738
7EFBC133	7F8FB520
7EFBC133	58B71804
7EFBC133	017C14B9
7EFBC133	0B2293CC
7EFBC133	77461866
7EFBC133	13866AF3
7EFBC133	7B8008F1
7ECE23BE	76C7D2FD
7ECE23BE	799C8208
7ECE23BE	7EA1628C
7ECE23BE	80CAEEF3
7E3165C7	7D138B1E
80F5A262	8052080B
80F5A262	808CE875
80F5A262	7641F052
80F5A262	5A5458F6
80F5A262	7CB5B8A3
80F5A262	08539AED
80F5A262	7ED542EE
80F5A262	21DB4E90
80F5A262	8093CD23
80F5A262	7888E794
80F5A262	59066FEF
80F5A262	00E48561
80F5A262	7BF8A6AA
80F5A262	5C7AE786
80F5A262	7746FE50
7EFF027D	8174A3CD
7EFF027D	7BF092A1
7EFF027D	7BE4F40D
7EFF027D	7868B613
7EFF027D	76B4165B
7EFF027D	7C4F7DAE
7EFF027D	7CF8752F
7EFF027D	5C2FAAD0
7EFF027D	7EB30B92
7EFF027D	7CE949FA
